S_No,BillDate_and_Time,BillNo,Tbl_,Pax,KotNo,KOTDate_and_Time,Steward,Classification,MenuGroup,ItemCode,ItemName,Rate,Qty,Amount,Discount,CGS_2_5,SGS_2_5,Total,UserID,PayMode,Tips,Restaurant
7.0,2019-04-02T19:42:00,29.0,17.0,2.0,106.0,2019-04-02T18:10:00,Ranjan,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,Shish
7.0,2019-04-02T19:42:00,29.0,17.0,2.0,106.0,2019-04-02T18:10:00,Ranjan,Food,Non Vegetarian Starters,44.0,Peri Peri Chicken Wings 1/2 Doz,215.0,1.0,215.0,0.0,5.375,5.375,225.76,NAGESH,,,Shish
7.0,2019-04-02T19:42:00,29.0,17.0,2.0,106.0,2019-04-02T18:10:00,Ranjan,Liquor,Draught Beer,498.0,Budweiser Draught Mug 500ml (p),195.0,1.0,195.0,0.0,,,195.0,NAGESH,,,Shish
8.0,2019-04-02T20:12:00,30.0,10.0,2.0,120.0,2019-04-02T19:06:00,Alok,Food,Mocktails,239.0,VIRGIN WATERMELON MOJITO,155.0,1.0,155.0,0.0,3.875,3.875,162.76,NAGESH,,,Shish
8.0,2019-04-02T20:12:00,30.0,10.0,2.0,120.0,2019-04-02T19:06:00,Alok,Food,Vegetarian Starters,20.0,Crispy Corn - Karnataka Style,165.0,1.0,165.0,0.0,4.125,4.125,173.26,NAGESH,,,Shish
8.0,2019-04-02T20:12:00,30.0,10.0,2.0,120.0,2019-04-02T19:06:00,Alok,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,NAGESH,,,Shish
8.0,2019-04-02T20:12:00,30.0,10.0,2.0,120.0,2019-04-02T19:06:00,Alok,Food,Non Vegetarian Starters,44.0,Peri Peri Chicken Wings 1/2 Doz,215.0,1.0,215.0,0.0,5.375,5.375,225.76,NAGESH,,,Shish
9.0,2019-04-02T20:46:00,31.0,17.0,2.0,139.0,2019-04-02T19:59:00,Alok,Food,Vegetarian Starters,528.0,Paneer Ghee Roast 1/2,124.99999999999999,1.0,125.0,0.0,3.125,3.125,131.26,NAGESH,,,Shish
9.0,2019-04-02T20:46:00,31.0,17.0,2.0,139.0,2019-04-02T19:59:00,Alok,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
9.0,2019-04-02T20:46:00,31.0,17.0,2.0,139.0,2019-04-02T19:59:00,Alok,Food,Vegetarian Starters,19.0,Dynamite Fries,165.0,1.0,165.0,0.0,4.125,4.125,173.26,NAGESH,,,Shish
9.0,2019-04-02T20:46:00,31.0,17.0,2.0,139.0,2019-04-02T19:59:00,Alok,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
10.0,2019-04-02T20:59:00,32.0,15.0,1.0,123.0,2019-04-02T19:17:00,Alok,Soft Drink,Soft Beverages,344.0,FRESH LIME WATER,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Shish
10.0,2019-04-02T20:59:00,32.0,15.0,1.0,123.0,2019-04-02T19:17:00,Alok,Food,Vegetarian Starters,330.0,Herb Tossed Vegetables,225.0,1.0,225.0,0.0,5.625,5.625,236.26,NAGESH,,,Shish
10.0,2019-04-02T20:59:00,32.0,15.0,1.0,123.0,2019-04-02T19:17:00,Alok,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,NAGESH,,,Shish
10.0,2019-04-02T20:59:00,32.0,15.0,1.0,123.0,2019-04-02T19:17:00,Alok,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,NAGESH,,,Shish
10.0,2019-04-02T20:59:00,32.0,15.0,1.0,123.0,2019-04-02T19:17:00,Alok,Food,Indian Mains,144.0,Avare Kaalu Gojju,185.0,1.0,185.0,0.0,4.625,4.625,194.26,NAGESH,,,Shish
10.0,2019-04-02T20:59:00,32.0,15.0,1.0,123.0,2019-04-02T19:17:00,Alok,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
10.0,2019-04-02T20:59:00,32.0,15.0,1.0,123.0,2019-04-02T19:17:00,Alok,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
11.0,2019-04-02T21:01:00,33.0,9.0,2.0,125.0,2019-04-02T19:25:00,Alok,Liquor,Beers 650ml,246.0,Kingfisher Ultra 650ml,295.0,1.0,295.0,0.0,,,295.0,NAGESH,,,Shish
11.0,2019-04-02T21:01:00,33.0,9.0,2.0,125.0,2019-04-02T19:25:00,Alok,Liquor,Beers 650ml,246.0,Kingfisher Ultra 650ml,295.0,1.0,295.0,0.0,,,295.0,NAGESH,,,Shish
11.0,2019-04-02T21:01:00,33.0,9.0,2.0,125.0,2019-04-02T19:25:00,Alok,Food,Vegetarian Starters,327.0,Peanut Masala,104.99999999999999,1.0,105.0,0.0,2.625,2.625,110.26,NAGESH,,,Shish
11.0,2019-04-02T21:01:00,33.0,9.0,2.0,125.0,2019-04-02T19:25:00,Alok,Food,Vegetarian Starters,36.0,MASALA PAPAD,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Shish
11.0,2019-04-02T21:01:00,33.0,9.0,2.0,125.0,2019-04-02T19:25:00,Alok,Liquor,Beers 650ml,246.0,Kingfisher Ultra 650ml,295.0,1.0,295.0,0.0,,,295.0,NAGESH,,,Shish
11.0,2019-04-02T21:01:00,33.0,9.0,2.0,125.0,2019-04-02T19:25:00,Alok,Liquor,Beers 650ml,246.0,Kingfisher Ultra 650ml,295.0,1.0,295.0,0.0,,,295.0,NAGESH,,,Shish
12.0,2019-04-02T21:27:00,34.0,10.0,2.0,166.0,2019-04-02T20:35:00,Arun,Liquor,Draught Beer,242.0,KF DRAUGHT MUG,124.99999999999999,1.0,125.0,0.0,,,125.0,NAGESH,,,Shish
12.0,2019-04-02T21:27:00,34.0,10.0,2.0,166.0,2019-04-02T20:35:00,Arun,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
12.0,2019-04-02T21:27:00,34.0,10.0,2.0,166.0,2019-04-02T20:35:00,Arun,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
12.0,2019-04-02T21:27:00,34.0,10.0,2.0,166.0,2019-04-02T20:35:00,Arun,Food,Salads,5.0,Watermelon And Feta Salad,195.0,1.0,195.0,0.0,4.875,4.875,204.76,NAGESH,,,Shish
12.0,2019-04-02T21:27:00,34.0,10.0,2.0,166.0,2019-04-02T20:35:00,Arun,Liquor,Draught Beer,242.0,KF DRAUGHT MUG,124.99999999999999,1.0,125.0,0.0,,,125.0,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Liquor,Draught Beer,243.0,Kf Draught 500 Ml,185.0,1.0,185.0,0.0,,,185.0,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Liquor,Scotch/ Bourbon,271.0,Chivas Regal 12 Yrs,300.0,1.0,300.0,0.0,,,300.0,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Food,Vegetarian Starters,25.0,BEER-BATTERED ONION RINGS,195.0,1.0,195.0,0.0,4.875,4.875,204.76,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Food,Vegetarian Starters,32.0,Cheesy Mushroom Melts,235.0,1.0,235.0,0.0,5.875,5.875,246.76,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Liquor,Draught Beer,243.0,Kf Draught 500 Ml,185.0,1.0,185.0,0.0,,,185.0,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Food,Rice,170.0,JEERA PULAV,185.0,1.0,185.0,0.0,4.625,4.625,194.26,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Liquor,Draught Beer,243.0,Kf Draught 500 Ml,185.0,1.0,185.0,0.0,,,185.0,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Food,Dessert,187.0,Chocolate Walnut Brownie W/ Vanilla Ice,155.0,1.0,155.0,0.0,3.875,3.875,162.76,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Food,Dessert,187.0,Chocolate Walnut Brownie W/ Vanilla Ice,155.0,1.0,155.0,0.0,3.875,3.875,162.76,NAGESH,,,Shish
13.0,2019-04-02T21:38:00,35.0,5.0,2.0,154.0,2019-04-02T20:21:00,Ranjan,Food,Dessert,187.0,Chocolate Walnut Brownie W/ Vanilla Ice,155.0,1.0,155.0,0.0,3.875,3.875,162.76,NAGESH,,,Shish
14.0,2019-04-02T21:42:00,36.0,B5,2.0,115.0,2019-04-02T19:00:00,Arun,Liquor,Draught Beer,496.0,Budweiser Draught Pitcher(p),605.0,1.0,605.0,0.0,,,605.0,NAGESH,,,Shish
14.0,2019-04-02T21:42:00,36.0,B5,2.0,115.0,2019-04-02T19:00:00,Arun,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,0.0,5.0,5.0,210.0,NAGESH,,,Shish
14.0,2019-04-02T21:42:00,36.0,B5,2.0,115.0,2019-04-02T19:00:00,Arun,Food,Vegetarian Starters,422.0,Chilli Cheese Toast,175.0,1.0,175.0,0.0,4.375,4.375,183.76,NAGESH,,,Shish
14.0,2019-04-02T21:42:00,36.0,B5,2.0,115.0,2019-04-02T19:00:00,Arun,Food,Vegetarian Starters,29.0,Paneer Chilli,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
14.0,2019-04-02T21:42:00,36.0,B5,2.0,115.0,2019-04-02T19:00:00,Arun,Food,Rice,354.0,Roasted Papad,55.0,1.0,55.0,0.0,1.375,1.375,57.76,NAGESH,,,Shish
14.0,2019-04-02T21:42:00,36.0,B5,2.0,115.0,2019-04-02T19:00:00,Arun,Liquor,Draught Beer,496.0,Budweiser Draught Pitcher(p),605.0,1.0,605.0,0.0,,,605.0,NAGESH,,,Shish
14.0,2019-04-02T21:42:00,36.0,B5,2.0,115.0,2019-04-02T19:00:00,Arun,Food,Vegetarian Starters,422.0,Chilli Cheese Toast,175.0,1.0,175.0,0.0,4.375,4.375,183.76,NAGESH,,,Shish
14.0,2019-04-02T21:42:00,36.0,B5,2.0,115.0,2019-04-02T19:00:00,Arun,Liquor,Draught Beer,497.0,Budweiser Draught Mug (p),135.0,1.0,135.0,0.0,,,135.0,NAGESH,,,Shish
15.0,2019-04-02T21:45:00,37.0,3.0,2.0,134.0,2019-04-02T19:49:00,Ranjan,Liquor,Rum,304.0,Old Monk,90.0,1.0,90.0,0.0,,,90.0,NAGESH,,,Shish
15.0,2019-04-02T21:45:00,37.0,3.0,2.0,134.0,2019-04-02T19:49:00,Ranjan,Liquor,Pint Beers,316.0,Kingfisher 330ml,175.0,1.0,175.0,0.0,,,175.0,NAGESH,,,Shish
15.0,2019-04-02T21:45:00,37.0,3.0,2.0,134.0,2019-04-02T19:49:00,Ranjan,Food,Vegetarian Starters,341.0,Mushroom Chilli,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
15.0,2019-04-02T21:45:00,37.0,3.0,2.0,134.0,2019-04-02T19:49:00,Ranjan,Liquor,Pint Beers,316.0,Kingfisher 330ml,175.0,1.0,175.0,0.0,,,175.0,NAGESH,,,Shish
15.0,2019-04-02T21:45:00,37.0,3.0,2.0,134.0,2019-04-02T19:49:00,Ranjan,Liquor,Rum,304.0,Old Monk,90.0,2.0,180.0,0.0,,,180.0,NAGESH,,,Shish
15.0,2019-04-02T21:45:00,37.0,3.0,2.0,134.0,2019-04-02T19:49:00,Ranjan,Food,Non Vegetarian Starters,56.0,MURGH ACHARI TIKKA,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
15.0,2019-04-02T21:45:00,37.0,3.0,2.0,134.0,2019-04-02T19:49:00,Ranjan,Liquor,Pint Beers,316.0,Kingfisher 330ml,175.0,1.0,175.0,0.0,,,175.0,NAGESH,,,Shish
16.0,2019-04-02T21:51:00,38.0,B4,2.0,178.0,2019-04-02T20:41:00,Ranjan,Liquor,Draught Beer,244.0,Kf Draught Pitcher,550.0,1.0,550.0,0.0,,,550.0,NAGESH,,,Shish
16.0,2019-04-02T21:51:00,38.0,B4,2.0,178.0,2019-04-02T20:41:00,Ranjan,Food,Non Vegetarian Starters,57.0,Garlic Pepper Murg,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
16.0,2019-04-02T21:51:00,38.0,B4,2.0,178.0,2019-04-02T20:41:00,Ranjan,Food,Non Vegetarian Starters,56.0,MURGH ACHARI TIKKA,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Food,Salads,1.0,GREEN SALAD STICKS,104.99999999999999,1.0,105.0,0.0,2.625,2.625,110.26,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Liquor,Brandy,297.0,Mansion House,100.0,1.0,100.0,0.0,,,100.0,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Liquor,Brandy,297.0,Mansion House,100.0,1.0,100.0,0.0,,,100.0,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Liquor,Whiskey,262.0,100 Pipers,165.0,1.0,165.0,0.0,,,165.0,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Liquor,Whiskey,262.0,100 Pipers,165.0,1.0,165.0,0.0,,,165.0,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Food,Seafood,101.0,KANE TAWA FRY,300.0,1.0,300.0,0.0,7.5,7.5,315.0,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Liquor,Whiskey,262.0,100 Pipers,165.0,2.0,330.0,0.0,,,330.0,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Food,Non Vegetarian Starters,69.0,Spicy Mutton Fry,285.0,1.0,285.0,0.0,7.125,7.125,299.26,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Liquor,Whiskey,262.0,100 Pipers,165.0,2.0,330.0,0.0,,,330.0,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Food,Bread,161.0,Shavige,35.0,1.0,35.0,0.0,0.875,0.875,36.76,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Food,Bread,161.0,Shavige,35.0,1.0,35.0,0.0,0.875,0.875,36.76,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Food,Indian Mains,336.0,SEER FISH CUURY,385.0,1.0,385.0,0.0,9.625,9.625,404.26,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Food,Biryani,167.0,Chicken Biryani,275.0,1.0,275.0,0.0,6.875,6.875,288.76,NAGESH,,,Shish
17.0,2019-04-02T21:52:00,39.0,11.0,2.0,147.0,2019-04-02T20:11:00,Alok,Liquor,Whiskey,262.0,100 Pipers,165.0,2.0,330.0,0.0,,,330.0,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Vegetarian Starters,28.0,TANDOORI BHARWAN KHUMB,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Non Vegetarian Starters,71.0,SPICY PALAK OMLETTE,135.0,1.0,135.0,0.0,3.375,3.375,141.76,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Liquor,Draught Beer,502.0,Budweiser Draught Pitcher ( M),625.0,1.0,625.0,0.0,,,625.0,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Salads,2.0,Mixed Bean Usli,145.0,1.0,145.0,0.0,3.625,3.625,152.26,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Non Vegetarian Starters,455.0,Dakshni Kebab,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Seafood,85.0,Beer Battered Fish Fingers,295.0,1.0,295.0,0.0,7.375,7.375,309.76,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Liquor,Draught Beer,502.0,Budweiser Draught Pitcher ( M),625.0,1.0,625.0,0.0,,,625.0,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Non Vegetarian Starters,57.0,Garlic Pepper Murg,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Indian Mains,140.0,KADAI VEGETABLE,225.0,1.0,225.0,0.0,5.625,5.625,236.26,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Indian Mains,129.0,AFGHANI CHICKEN,275.0,1.0,275.0,0.0,6.875,6.875,288.76,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Bread,156.0,AMRITSARI KULCHA CHILLI CHEESE,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Shish
18.0,2019-04-02T22:02:00,40.0,2.0,5.0,162.0,2019-04-02T20:29:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
19.0,2019-04-02T22:04:00,41.0,B6,2.0,44.0,2019-04-02T21:17:00,Ranjan,Liquor,Beers 650ml,246.0,Kingfisher Ultra 650ml,295.0,1.0,295.0,0.0,,,295.0,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Soft Drink,Soft Beverages,306.0,Soda,30.0,1.0,30.0,3.0,0.675,0.675,28.36,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Food,Salads,1.0,GREEN SALAD STICKS,104.99999999999999,1.0,105.0,10.5,2.363,2.363,99.22,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,20.0,4.5,4.5,189.0,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
20.0,2019-04-02T22:10:00,42.0,1.0,2.0,121.0,2019-04-02T19:11:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,13.5,,,121.5,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Food,Salads,411.0,Sprouted Salad,150.0,1.0,150.0,15.0,3.375,3.375,141.76,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Food,Vegetarian Starters,33.0,Homestyle Nachos,255.0,1.0,255.0,25.5,5.738,5.738,240.98,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Food,Non Vegetarian Starters,531.0,Add Chicken,60.0,1.0,60.0,6.0,1.35,1.35,56.7,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,20.0,4.5,4.5,189.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,NAGESH,,,Shish
21.0,2019-04-02T22:15:00,43.0,B1,3.0,92.0,2019-04-02T15:56:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,20.0,4.5,4.5,189.0,NAGESH,,,Shish
